text,clause_type,label
The parties agree that disputes subject to exclusive of delhi courts,Dispute Resolution,5
Disputes be resolved through binding arbitration,Dispute Resolution,5
arbitration in mumbai under indian arbitration act,Dispute Resolution,5
Arbitration under rules of AAA specified jurisdiction,Dispute Resolution,5
It is understood that arbitration under rules of aaa in specified jurisdiction,Dispute Resolution,5
The parties agree that alternative dispute resolution mechanisms apply,Dispute Resolution,5
"Notwithstanding anything to the contrary, under rules of aaa in specified jurisdiction",Dispute Resolution,5
Disputes shall be resolved through binding arbitration,Dispute Resolution,5
The parties agree that governing law and jurisdiction clause for disputes,Dispute Resolution,5
"Notwithstanding anything to the contrary, be shall disputes resolved through binding arbitration",Dispute Resolution,5
The parties agree that arbitration under rules of aaa in specified,Dispute Resolution,5
The parties agree that disputes shall be resolved through binding arbitration,Dispute Resolution,5
It is understood that governing law and jurisdiction clause for disputes,Dispute Resolution,5
"For the avoidance of doubt, parties agree to mediation before litigation",Dispute Resolution,5
Parties agree to mediation before litigation,Dispute Resolution,5
Arbitration under rules of AAA in specified jurisdiction,Dispute Resolution,5
"For the avoidance of doubt, arbitration in mumbai under indian arbitration act",Dispute Resolution,5
Arbitration under rules of AAA in specified jurisdiction,Dispute Resolution,5
The parties agree that disputes subject to exclusive jurisdiction of delhi courts,Dispute Resolution,5
"For the avoidance of doubt, disputes subject to exclusive jurisdiction of delhi courts",Dispute Resolution,5
"For the avoidance of doubt, governing law and jurisdiction clause for disputes",Dispute Resolution,5
ARBITRATION UNDER RULES OF AAA IN SPECIFIED JURISDICTION,Dispute Resolution,5
"Subject to the terms herein, arbitration under in of aaa rules specified jurisdiction",Dispute Resolution,5
"Notwithstanding anything to the contrary, arbitration under rules of aaa in specified jurisdiction",Dispute Resolution,5
Arbitration under rules of specified in AAA jurisdiction,Dispute Resolution,5
"Subject to the terms herein, governing law and jurisdiction clause for disputes",Dispute Resolution,5
Governing law and jurisdiction clause for disputes,Dispute Resolution,5
Arbitration in Mumbai under Indian Arbitration Act,Dispute Resolution,5
It is understood that agree to mediation before litigation,Dispute Resolution,5
DISPUTES SUBJECT TO EXCLUSIVE JURISDICTION OF DELHI COURTS,Dispute Resolution,5
Arbitration in Mumbai under Indian Arbitration Act,Dispute Resolution,5
Parties agree to mediation before litigation,Dispute Resolution,5
"Notwithstanding anything to the contrary, disputes shall be through binding arbitration",Dispute Resolution,5
"Notwithstanding anything to the contrary, disputes shall be resolved through binding arbitration",Dispute Resolution,5
"Subject to the terms herein, parties agree to mediation before litigation",Dispute Resolution,5
Parties agree to mediation before litigation,Dispute Resolution,5
"Subject to the terms herein, alternative dispute resolution mechanisms apply",Dispute Resolution,5
Parties agree to mediation before litigation,Dispute Resolution,5
The parties agree that and law governing jurisdiction clause for disputes,Dispute Resolution,5
Alternative dispute resolution mechanisms apply,Dispute Resolution,5
"Subject to the terms herein, governing law and jurisdiction clause for disputes",Dispute Resolution,5
"anything to the contrary, governing law and jurisdiction clause for disputes",Dispute Resolution,5
governing law and jurisdiction clause for disputes,Dispute Resolution,5
"Notwithstanding anything to the contrary, alternative dispute resolution mechanisms apply",Dispute Resolution,5
"For the avoidance of doubt, arbitration in mumbai under indian arbitration act",Dispute Resolution,5
Arbitration under rules of AAA in specified jurisdiction,Dispute Resolution,5
DISPUTES SHALL BE RESOLVED THROUGH BINDING ARBITRATION,Dispute Resolution,5
shall be resolved through binding arbitration,Dispute Resolution,5
parties agree to mediation before litigation,Dispute Resolution,5
It is understood that disputes shall be resolved through binding arbitration,Dispute Resolution,5
GOVERNING LAW AND JURISDICTION CLAUSE FOR DISPUTES,Dispute Resolution,5
Arbitration in Mumbai under Indian Arbitration Act,Dispute Resolution,5
ARBITRATION UNDER RULES OF AAA IN JURISDICTION,Dispute Resolution,5
It is understood that disputes shall be resolved through binding arbitration,Dispute Resolution,5
"Subject to the terms herein, governing law and jurisdiction clause for disputes",Dispute Resolution,5
Parties agree litigation mediation before to,Dispute Resolution,5
"For the avoidance of doubt, disputes shall be resolved through binding arbitration",Dispute Resolution,5
"Subject to the herein, parties agree to mediation before litigation",Dispute Resolution,5
Alternative dispute resolution mechanisms apply,Dispute Resolution,5
Governing law and jurisdiction clause for disputes,Dispute Resolution,5
"Notwithstanding anything to the contrary, disputes shall be resolved through binding arbitration",Dispute Resolution,5
"For the avoidance of doubt, governing law and jurisdiction clause for disputes",Dispute Resolution,5
Arbitration of rules under AAA in specified jurisdiction,Dispute Resolution,5
Alternative dispute resolution mechanisms apply,Dispute Resolution,5
JURISDICTION SUBJECT TO EXCLUSIVE DISPUTES OF DELHI COURTS,Dispute Resolution,5
"For the avoidance of doubt, arbitration under rules of aaa in specified jurisdiction",Dispute Resolution,5
Governing law and jurisdiction clause for disputes,Dispute Resolution,5
"For the avoidance of doubt, parties agree to mediation before litigation",Dispute Resolution,5
GOVERNING LAW AND JURISDICTION CLAUSE FOR DISPUTES,Dispute Resolution,5
"Subject to the terms herein, alternative dispute resolution mechanisms apply",Dispute Resolution,5
alternative dispute resolution mechanisms apply,Dispute Resolution,5
disputes shall be resolved through binding arbitration,Dispute Resolution,5
Arbitration under rules of AAA in specified jurisdiction,Dispute Resolution,5
Disputes subject to exclusive jurisdiction of Delhi courts,Dispute Resolution,5
